id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
9c21f918-9083-4896-95fb-4f40f6ae0b0f,Biological Amnesia is,Presenile Dementia,Lack of interest,Opioid drug addiction,Hypothyroidism,0,single,"Thiamine deficiency, hypoglycemia, hypoxia (including carbon monoxide poisoning), and herpes simplex encephalitis all have a predilection to damage the temporal lobes, paicularly the hippocampi, and thus can be associated with the development of amnestic disorders. The below image show major causes of amnestic disorders. Reference: Kaplan and Sadock's synopsis of psychiatry, 11th edition, page 719.",Psychiatry,Organic mental disorders
95be4b8b-3df2-4136-b18e-3cca1fc4434c,"In autism spectrum disorder, which of the following is identified as the first biomarker ?",Decreased brain volume in children less than 4 years,Reduced latency of sleep,Increased level of serotonin in the platelets,Increased levels of dopamine,2,single,"In autism spectrum disorder, | level of serotonin in the platelets is identified as the first biomarker. Other biomarkers are mTOR pathway Increased total brain volume in children < 4 years of age g-aminobutyric acid (GABA) inhibitory system",Psychiatry,Child Psychiatry
1e71ebaa-68ae-418c-ada0-9f011ecb896a,True regarding Delirium are all except:,Acute onset,Sleep disturbance,Myoclonus,Normal consciousness,3,multi,"Ref: A Short Textbook of Psychiatry by Niraj Ahuja, 6th editionExplanation:Clouding of consciousness is a characteristic ofDeliriumDELIRIUMMost Common organic disorder seen in clinical practice* Delirium is characterized by the followingAcute onsetClouding of consciousnessDisorientationDecreased attention spanDistractibilityMarked perceptual disturbancesInsomnia at night with daytime drowsinessWorsening of symptoms in evening and night (Sun downing)Impairment of registration and retention of new memoriesPsychomotor disturbances - agitation &. retardationAutonomic dysfunctionSpeech disturbances - slurring of speech, incoherence, dysarthriaFleeting delusionsMotor symptoms - asterixis, mutifocal myoclonus, carphologia, floccillation (Picking movements at coversheets & clothes).Occupational delirium (elaborate panto- mimes as if continuing the usual occupation in a hospital bed )",Psychiatry,Organic Mental Disorder
94150ddf-7c8e-49d0-ab27-9a62a2599839,"While doing MMSE, maximum score is given to:",Orientation,Recall,Registration,Language,0,multi,"MMSE( Mini Mental Status Examination) Also known as Folstein test Out of total 30 points, 10 points are given for orientation in MMSE. Screening test for dementia. A score of <24, suggests presence of dementia Cognition (Neuropsychiatric) Assessment higher mental functions is an impoant pa of the MSE. MMSE( Mini Mental Status Examination)- Assess 5 cognitive functions Orientation- 10 points Registration - 3 points Recall - 3 points Attention& Concentration- 5 points Language- 9 points",Psychiatry,Organic Mental Disorders
8803b55c-dd83-452a-ba70-ca2a4653a350,A 25 year old male believes that his penis is decreasing in size everyday and one day it will disappear one day and he will die. Diagnosis is -,Obsession,Somatization,Hypochondriasis,Delusion disorder,3,single,"Ans. is 'D' i.e. Delusion disorder o Description given in the question is of Koro syndrome, a delusional disorder. Koro syndrome o Koro is a culture-specific syndrome delusional disorder in which an individual has an overpowering belief that one's genitalia are retracting and will disappear, despite the lack of any true longstanding changes to the genitals. Koro is also known as shrinking penis. The syndrome is commonly known as genital retraction syndrome.",Psychiatry,Mood Disorders
310873f8-ccd1-47a6-8b9e-f8e1dcca4ee0,All of the following Statements are true about blackouts except:,The person appears confused to the onlookers,Remote memory is relatively intact during the blackout,It is a discrete episode of anterograde amnesia,It is associated with alcohol intoxication,0,multi,"Ans. a. The person appears confused to the onlookers (Ref: Kaplan and Sadock 9/e pe p400)In blackouts, because the other intellectual faculties are best preserved, the persons appear normal to casual observers. The person doesn' t appear to be confused.Blackouts:Because the other intellectual faculties are best preserved, the persons appear normal to casual observersQ.The remote memory is intactQ.It causes anterograde amnesiaQ.It is seen with alcohol intoxicationQ when blood alcohol levels are 200-300 mg/DLA blackout is defined as amnesia experienced by alcoholics during drinking boutsQIt usually indicates reversible brain damagQ.It is seen with alcohol intoxicationQ when blood alcohol levels are 200-300 mg/dL.It causes anterograde amnesiaQ.The remote memory is intactQ.Because the other intellectual faculties are best preserved, the persons appear normal to casual observersQ.",Psychiatry,Alcohol-Related Disorders
0562435a-0dd2-4175-868b-d009a6536c58,Deregulation and depersonalization are seen in which type of disorder,Dissociative disorder,Personality disorders,Mania,None,0,multi,"Multiple Personality (Dissociative Identity) Disorder In this dissociative disorder, the person is dominated by two or more personalities, of which only one is being manifest at a time. These personalities are usually different, at times even opposing. Each personality has a full range of higher mental functions and performs complex behaviour patterns. Usually, one personality is not aware of the existence of the other(s), i.e. there are amnesic barriers between the personalities. Both the onset and termination of control of the each personality is sudden. Classical examples in the published literature include 'Three Faces of Eve' and 'Sybil'. Trance and Possession Disorders Trance and possession disorders ( possession hysteria) are characterised by the control of person's personality by a 'spirit', during the episodes. Usually, the person is aware of the existence of the other (i.e. 'possessor'), unlike in multiple personalities. Ref: A Sho Textbook of Psychiatry, Niraj Ahuja, 7th Edition, pg. no. 102",Psychiatry,Somatoform disorders
cda0e6ef-e6a4-4349-a457-5ff260c24b7c,Most common phobia is,Acrophobia,Thanatophobia,Photophobia,Agoraphobia,3,single,"The phobia is defined as an irrational fear of a specific object, situation or activity, often leading to persistent avoidance of the feared object, situation or activity Types- agoraphobia, social phobia and specific phobia Agoraphobia is an example of irrational fear of situations. It is the commonest type of phobia encountered in clinical practice (Ref: A sho textbook of psychiatry, Niraj Ahuja,7th edition, pg no 92)",Psychiatry,Anxiety disorders stress disorders and grief
f082fa06-c319-467a-8b19-4c2c9489835c,Which is not 1st rank symptom of Schizophrenia:,Audible thoughts,Voices commenting,Perplexity,Thought broadcasting,2,single,"Ans: C (Perplexlly) Table: First Rank Symptoms (SFRS) of SchizophreniaFirst-rank symptoms# Audible thoughts# Voices arguing or discussing or both# Voices commenting # Somatic passivity experiences# Thought withdrawal and other experiences of influenced thought# Thought broadcasting# Delusional perceptions# All other experiences involving volition made affects, and made impulsesSecond-rank symptoms# Other disorders of perception Sudden delusional ideas # Perplexity# Depressive and euphoric mood changes Feelings of emotional impoverishmentTable: First Rank Symptoms (SFRS) of Schizophrenia1. Audible thoughts: Voices speaking out thoughts aloud or ""thought echo'2. Voices heard arguing: Two or more hallucinatory voices discussion the subject in third person3. Voices commenting on one's action4. Thought withdrawal: Thoughts cease and subject experiences them are removed by an external force by some external force on person's passive mind.5. Thought diffusion or broadcasting: Experience of imposed.6. Thought diffusion or broadcasting: Experience of thoughts escaping the confines of seif and as being experienced by others around.7. 'Made'feeling or affectS. 'Made' impulses9. 'Made' volition or acts: in 'made"" affect, impulses and volitions, the person experiences feelings, impulses or acts which are imposed by some externa! force, in 'made'volition, for example, one's own acts are experienced as being under the control of some external force.10. Somatic passivity: Bodily sensations especially sensory' symptoms are experiences as imposed on body by some external force.11. Delusion perception: Normal perception has a private and illogical meaning,",Psychiatry,Schizophreniform Disorder
29fdc667-6fbe-481a-9b94-0728e5f3921f,Punch drunk is boxers is a type of,Delirium,Dementia,Disability,Depression,1,single,"Punch drunk syndrome: Head injury is a risk factor for Dementia. People who take pa in boxing are at a risk of developing Dementia. This is due to repeated minor traumas to the coex, basal ganglia, cerebellum resulting beta-amyloid deposition in the brain Reference: P no. 110 chap.7 Factors influencing risk of Dementia Handbook of Dementia, Kar& Jolley",Psychiatry,All India exam
e71830ef-6839-4500-82ba-4da21552bd07,A patient presents to the emergency depament with self harm and indicates suicidal intent. Which of the following conditions does not warrant an immediate specialist assessment?,Formal thought disorder,Acute alcohol intoxication,Chronic severe physical illness,Social isolation,1,single,"The suicidal intent in a person with formal thought disorder (most likely a patient with Schizophrenia), chronic severe physical illness and social isolation, should be taken very seriously and immediate measures taken must include assessment by a specialist. If patient has expressed suicidal intent in an inebriated state, it must still be ensured that he doesn't harm himself however a specialist assessment can be deferred till he is sober.",Psychiatry,Mood Disorders
9416f733-43af-4593-933a-90318306a6ff,Agarophobia is defined as a fear of:,Closed spaces,Open spaces/public spaces,Spiders,Snakes,1,single,"Ans: b (Open spaces/ public spaces) Ahuja, 6th ed, p. 99Agarophobia is fear of open spaces, public spaces, crowded places.It is the commonest type of phobia encountered in clinical practiceCharacterized by an irrational fear of being in places away from the familiar setting of homeSocial phobia:This is an example of irrational fear of activities or social interaction characterized by an irrational fear of performing activities in the presence of other people or interacting with others.Eg:Fear of blushing- erythrophobia Fear of urinating in public lavatory- shy bladderOther specific phobiasFear of high places- acrophobiaFear of strangers - xenophobiaFear of pain - algophobiaFear of closed spaces - claustrophobia",Psychiatry,Neurotic Disorders
